name,subsystem,reaction,formula
O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase,Cofactor and Prosthetic Group Biosynthesis,OHPBAT,glu__L_c + ohpb_c <=> akg_c + phthr_c
Phosphatidate phosphatase (n-C16:0),Glycerophospholipid Metabolism,PAPA160,h2o_c + pa160_c --> 12dgr160_c + pi_c
"Phosphatidate phosphatase (periplasmic, n-C16:0)",Glycerophospholipid Metabolism,PAPA160pp,h2o_p + pa160_p --> 12dgr160_p + pi_p
Phosphatidate phosphatase (n-C16:1),Glycerophospholipid Metabolism,PAPA161,h2o_c + pa161_c --> 12dgr161_c + pi_c
"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:0)",Glycerophospholipid Metabolism,LPLIPAL2E180,2agpe180_c + h2o_c --> g3pe_c + h_c + ocdca_c
"Phosphatidate phosphatase (periplasmic, n-C16:1)",Glycerophospholipid Metabolism,PAPA161pp,h2o_p + pa161_p --> 12dgr161_p + pi_p
Phosphatidate phosphatase (n-C18:0),Glycerophospholipid Metabolism,PAPA180,h2o_c + pa180_c --> 12dgr180_c + pi_c
"Phosphatidate phosphatase (periplasmic, n-C18:0)",Glycerophospholipid Metabolism,PAPA180pp,h2o_p + pa180_p --> 12dgr180_p + pi_p
2-octaprenyl-6-hydroxyphenol methylase,Cofactor and Prosthetic Group Biosynthesis,OHPHM,2ohph_c + amet_c --> 2omph_c + ahcys_c + h_c
2-Octaprenyl-6-methoxy-benzoquinol methylase,Cofactor and Prosthetic Group Biosynthesis,OMBZLM,2ombzl_c + amet_c --> 2ommbl_c + ahcys_c + h_c
2-Oxo-4-methyl-3-carboxypentanoate decarboxylation,"Valine, Leucine, and Isoleucine Metabolism",OMCDC,3c4mop_c + h_c --> 4mop_c + co2_c
Phosphatidate phosphatase (n-C18:1),Glycerophospholipid Metabolism,PAPA181,h2o_c + pa181_c --> 12dgr181_c + pi_c
"Phosphatidate phosphatase (periplasmic, n-C18:1)",Glycerophospholipid Metabolism,PAPA181pp,h2o_p + pa181_p --> 12dgr181_p + pi_p
"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",Cofactor and Prosthetic Group Biosynthesis,OMMBLHX,2ommbl_c + 0.5 o2_c --> 2omhmbl_c
"Lysophospholipase L2 (2-acylglycerophosphoethanolamine, n-C18:1)",Glycerophospholipid Metabolism,LPLIPAL2E181,2agpe181_c + h2o_c --> g3pe_c + h_c + ocdcea_c
"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase (anaerobic)",Cofactor and Prosthetic Group Biosynthesis,OMMBLHX3,2ommbl_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2omhmbl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",Cell Envelope Biosynthesis,PAPPT3,udcpp_c + ugmda_c --> uagmda_c + ump_c
Phosphoadenylyl-sulfate reductase (thioredoxin),Cysteine Metabolism,PAPSR,paps_c + trdrd_c --> 2.0 h_c + pap_c + so3_c + trdox_c
Orotidine-5'-phosphate decarboxylase,Purine and Pyrimidine Biosynthesis,OMPDC,h_c + orot5p_c --> co2_c + ump_c
Phosphoadenylyl-sulfate reductase (glutaredoxin),Cysteine Metabolism,PAPSR2,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c
"3',5'-cyclic-nucleotide phosphodiesterase",Nucleotide Salvage Pathway,PDE1,camp_c + h2o_c --> amp_c + h_c
"3',5'-cyclic-nucleotide phosphodiesterase",Nucleotide Salvage Pathway,PDE4,35cgmp_c + h2o_c --> gmp_c + h_c
2-octaprenyl-6-methoxyphenol hydroxylase,Cofactor and Prosthetic Group Biosynthesis,OMPHHX,2omph_c + 0.5 o2_c --> 2ombzl_c
2-octaprenyl-6-methoxyphenol hydroxylase (anaerobic),Cofactor and Prosthetic Group Biosynthesis,OMPHHX3,2omph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ombzl_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C12:0)",Glycerophospholipid Metabolism,LPLIPAL2G120,2agpg120_c + h2o_c --> ddca_c + g3pg_c + h_c
2-oxopent-4-enoate hydratase,Alternate Carbon Metabolism,OP4ENH,h2o_c + op4en_c --> 4h2opntn_c
Octaprenyl-hydroxybenzoate decarboxylase,Cofactor and Prosthetic Group Biosynthesis,OPHBDC,3ophb_c + h_c --> 2oph_c + co2_c
Pyruvate dehydrogenase,Glycolysis/Gluconeogenesis,PDH,coa_c + nad_c + pyr_c --> accoa_c + co2_c + nadh_c
Pyridoxine 5'-phosphate oxidase (anaerboic,Cofactor and Prosthetic Group Biosynthesis,PDX5PO2,nad_c + pdx5p_c --> h_c + nadh_c + pydx5p_c
Pyridoxine 5'-phosphate oxidase,Cofactor and Prosthetic Group Biosynthesis,PDX5POi,o2_c + pdx5p_c --> h2o2_c + pydx5p_c
Pyridoxine 5'-phosphate synthase,Cofactor and Prosthetic Group Biosynthesis,PDX5PS,dxyl5p_c + nad_c + phthr_c --> co2_c + 2.0 h2o_c + h_c + nadh_c + pdx5p_c + pi_c
2-Octaprenylphenol hydroxylase,Cofactor and Prosthetic Group Biosynthesis,OPHHX,2oph_c + 0.5 o2_c --> 2ohph_c
2-Octaprenylphenol hydroxylase (anaerobic),Cofactor and Prosthetic Group Biosynthesis,OPHHX3,2oph_c + 2.0 atp_c + 3.0 h2o_c + nad_c --> 2ohph_c + 2.0 adp_c + 3.0 h_c + nadh_c + 2.0 pi_c
3-Oxo-pimeloyl-[ACP] methyl ester dehydratase,Cofactor and Prosthetic Group Biosynthesis,OPMEACPD,hpmeACP_c --> epmeACP_c + h2o_c
3-Oxo-pimeloyl-[ACP] methyl ester reductase,Cofactor and Prosthetic Group Biosynthesis,OPMEACPR,h_c + nadph_c + opmeACP_c --> hpmeACP_c + nadp_c
Pyridoxine 5-phosphate phosphatase,Cofactor and Prosthetic Group Biosynthesis,PDXPP,h2o_c + pdx5p_c --> pi_c + pydxn_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:0)",Glycerophospholipid Metabolism,LPLIPAL2G140,2agpg140_c + h2o_c --> g3pg_c + h_c + ttdca_c
"Phosphatidylethanolamine transport via ABC system (n-C12:0, periplasm)","Transport, Inner Membrane",PE120abcpp,atp_c + h2o_c + pe120_c --> adp_c + h_c + pe120_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C14:0, periplasm)","Transport, Inner Membrane",PE140abcpp,atp_c + h2o_c + pe140_c --> adp_c + h_c + pe140_p + pi_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C14:1)",Glycerophospholipid Metabolism,LPLIPAL2G141,2agpg141_c + h2o_c --> g3pg_c + h_c + ttdcea_c
"Phosphatidylethanolamine transport via ABC system (n-C14:1, periplasm)","Transport, Inner Membrane",PE141abcpp,atp_c + h2o_c + pe141_c --> adp_c + h_c + pe141_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C12:0, periplasm)","Transport, Inner Membrane",PG120abcpp,atp_c + h2o_c + pg120_c --> adp_c + h_c + pg120_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C14:0, periplasm)","Transport, Inner Membrane",PG140abcpp,atp_c + h2o_c + pg140_c --> adp_c + h_c + pg140_p + pi_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:0)",Glycerophospholipid Metabolism,LPLIPAL2G160,2agpg160_c + h2o_c --> g3pg_c + h_c + hdca_c
"Phosphatidylglycerol transport via ABC system (n-C14:1, periplasm)","Transport, Inner Membrane",PG141abcpp,atp_c + h2o_c + pg141_c --> adp_c + h_c + pg141_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C16:0, periplasm)","Transport, Inner Membrane",PG160abcpp,atp_c + h2o_c + pg160_c --> adp_c + h_c + pg160_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C16:1, periplasm)","Transport, Inner Membrane",PG161abcpp,atp_c + h2o_c + pg161_c --> adp_c + h_c + pg161_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C16:0, periplasm)","Transport, Inner Membrane",PE160abcpp,atp_c + h2o_c + pe160_c --> adp_c + h_c + pe160_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C16:1, periplasm)","Transport, Inner Membrane",PE161abcpp,atp_c + h2o_c + pe161_c --> adp_c + h_c + pe161_p + pi_c
"Phosphatidylglycerol transport via ABC system (n-C18:0, periplasm)","Transport, Inner Membrane",PG180abcpp,atp_c + h2o_c + pg180_c --> adp_c + h_c + pg180_p + pi_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C16:1)",Glycerophospholipid Metabolism,LPLIPAL2G161,2agpg161_c + h2o_c --> g3pg_c + h_c + hdcea_c
"Phosphatidylglycerol transport via ABC system (n-C18:1, periplasm)","Transport, Inner Membrane",PG181abcpp,atp_c + h2o_c + pg181_c --> adp_c + h_c + pg181_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C18:0, periplasm)","Transport, Inner Membrane",PE180abcpp,atp_c + h2o_c + pe180_c --> adp_c + h_c + pe180_p + pi_c
"Phosphatidylethanolamine transport via ABC system (n-C18:1, periplasm)","Transport, Inner Membrane",PE181abcpp,atp_c + h2o_c + pe181_c --> adp_c + h_c + pe181_p + pi_c
Phenethylamine oxidase,Nitrogen Metabolism,PEAMNOpp,h2o_p + o2_p + peamn_p --> h2o2_p + nh4_p + pacald_p
Phenethylamine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PEAMNtex,peamn_e <=> peamn_p
Phosphoglucosamine mutase,Cell Envelope Biosynthesis,PGAMT,gam1p_c <=> gam6p_c
Phosphoglycerate dehydrogenase,Glycine and Serine Metabolism,PGCD,3pg_c + nad_c --> 3php_c + h_c + nadh_c
Glucose-6-phosphate isomerase,Glycolysis/Gluconeogenesis,PGI,g6p_c <=> f6p_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:0)",Glycerophospholipid Metabolism,LPLIPAL2G180,2agpg180_c + h2o_c --> g3pg_c + h_c + ocdca_c
Phosphoglycerate kinase,Glycolysis/Gluconeogenesis,PGK,3pg_c + atp_c <=> 13dpg_c + adp_c
6-phosphogluconolactonase,Pentose Phosphate Pathway,PGL,6pgl_c + h2o_c --> 6pgc_c + h_c
Phosphoglycolate phosphatase,Alternate Carbon Metabolism,PGLYCP,2pglyc_c + h2o_c --> glyclt_c + pi_c
Phosphoglycerate mutase,Glycolysis/Gluconeogenesis,PGM,2pg_c <=> 3pg_c
Phosphoglucomutase,Alternate Carbon Metabolism,PGMT,g1p_c <=> g6p_c
"Phosphatidylglycerophosphate transport via ABC system (n-C12:0, periplasm)","Transport, Inner Membrane",PGP120abcpp,atp_c + h2o_c + pgp120_c --> adp_c + h_c + pgp120_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C14:0, periplasm)","Transport, Inner Membrane",PGP140abcpp,atp_c + h2o_c + pgp140_c --> adp_c + h_c + pgp140_p + pi_c
Erythronate 4-phosphate (4per) dehydrogenase,Cofactor and Prosthetic Group Biosynthesis,PERD,4per_c + nad_c <=> h_c + nadh_c + ohpb_c
Phosphoethanolamine transferase (c-C16:1),Lipopolysaccharide Biosynthesis / Recycling,PETNT161pp,lipa_p + pe161_p --> 12dgr161_p + enlipa_p
Phosphoethanolamine transferase (c-C16:1),Lipopolysaccharide Biosynthesis / Recycling,PETNT181pp,lipa_p + pe181_p --> 12dgr181_p + enlipa_p
Phosphofructokinase,Glycolysis/Gluconeogenesis,PFK,atp_c + f6p_c --> adp_c + fdp_c + h_c
Phosphofructokinase,Alternate Carbon Metabolism,PFK_2,atp_c + tag6p__D_c --> adp_c + h_c + tagdp__D_c
Phosphofructokinase (s7p),Pentose Phosphate Pathway,PFK_3,atp_c + s7p_c --> adp_c + h_c + s17bp_c
Pyruvate formate lyase,Pyruvate Metabolism,PFL,coa_c + pyr_c --> accoa_c + for_c
"Phosphatidylglycerophosphate transport via ABC system (n-C14:1, periplasm)","Transport, Inner Membrane",PGP141abcpp,atp_c + h2o_c + pgp141_c --> adp_c + h_c + pgp141_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C16:0, periplasm)","Transport, Inner Membrane",PGP160abcpp,atp_c + h2o_c + pgp160_c --> adp_c + h_c + pgp160_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C16:1, periplasm)","Transport, Inner Membrane",PGP161abcpp,atp_c + h2o_c + pgp161_c --> adp_c + h_c + pgp161_p + pi_c
"Lysophospholipase L2 (2-acylglycerophosphoglycerol, n-C18:1)",Glycerophospholipid Metabolism,LPLIPAL2G181,2agpg181_c + h2o_c --> g3pg_c + h_c + ocdcea_c
"Phosphatidylglycerophosphate transport via ABC system (n-C18:0, periplasm)","Transport, Inner Membrane",PGP180abcpp,atp_c + h2o_c + pgp180_c --> adp_c + h_c + pgp180_p + pi_c
"Phosphatidylglycerophosphate transport via ABC system (n-C18:1, periplasm)","Transport, Inner Membrane",PGP181abcpp,atp_c + h2o_c + pgp181_c --> adp_c + h_c + pgp181_p + pi_c
"Phospholipase A1 (phosphatidylethanolamine, n-C18:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E181pp,h2o_p + pe181_p --> 2agpe181_p + h_p + ocdcea_p
Phosphatidylglycerol phosphate phosphatase (n-C14:0),Glycerophospholipid Metabolism,PGPP120,h2o_c + pgp120_c --> pg120_c + pi_c
L-serine dehydrogenase,Glycine and Serine Metabolism,LSERDHr,nadp_c + ser__L_c <=> 2amsa_c + h_c + nadph_c
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",Glycerophospholipid Metabolism,PGPP120pp,h2o_p + pgp120_p --> pg120_p + pi_p
Phosphatidylglycerol phosphate phosphatase (n-C14:0),Glycerophospholipid Metabolism,PGPP140,h2o_c + pgp140_c --> pg140_c + pi_c
"Phospholipase A1 (phosphatidylglycerol, n-C12:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G120pp,h2o_p + pg120_p --> 2agpg120_p + ddca_p + h_p
"Phospholipase A1 (phosphatidylglycerol, n-C14:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G140pp,h2o_p + pg140_p --> 2agpg140_p + h_p + ttdca_p
"Phospholipase A1 (phosphatidylglycerol, n-C14:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G141pp,h2o_p + pg141_p --> 2agpg141_p + h_p + ttdcea_p
"Phospholipase A1 (phosphatidylglycerol, n-C16:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G160pp,h2o_p + pg160_p --> 2agpg160_p + h_p + hdca_p
"Phospholipase A1 (phosphatidylglycerol, n-C16:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G161pp,h2o_p + pg161_p --> 2agpg161_p + h_p + hdcea_p
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)",Glycerophospholipid Metabolism,PGPP140pp,h2o_p + pgp140_p --> pg140_p + pi_p
Phosphatidylglycerol phosphate phosphatase (n-C14:1),Glycerophospholipid Metabolism,PGPP141,h2o_c + pgp141_c --> pg141_c + pi_c
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)",Glycerophospholipid Metabolism,PGPP141pp,h2o_p + pgp141_p --> pg141_p + pi_p
"Phospholipase A1 (phosphatidylglycerol, n-C18:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G180pp,h2o_p + pg180_p --> 2agpg180_p + h_p + ocdca_p
"Phospholipase A1 (phosphatidylglycerol, n-C18:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1G181pp,h2o_p + pg181_p --> 2agpg181_p + h_p + ocdcea_p
"Phospholipase A2 (phosphatidate, n-C12:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A120pp,h2o_p + pa120_p --> 1ddecg3p_p + ddca_p + h_p
"Phospholipase A2 (phosphatidate, n-C14:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A140pp,h2o_p + pa140_p --> 1tdecg3p_p + h_p + ttdca_p
Phosphatidylglycerol phosphate phosphatase (n-C16:0),Glycerophospholipid Metabolism,PGPP160,h2o_c + pgp160_c --> pg160_c + pi_c
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)",Glycerophospholipid Metabolism,PGPP160pp,h2o_p + pgp160_p --> pg160_p + pi_p
Phosphatidylglycerol phosphate phosphatase (n-C16:1),Glycerophospholipid Metabolism,PGPP161,h2o_c + pgp161_c --> pg161_c + pi_c
"Phospholipase A2 (phosphatidate, n-C14:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A141pp,h2o_p + pa141_p --> 1tdec7eg3p_p + h_p + ttdcea_p
Lysine decarboxylase,Threonine and Lysine Metabolism,LYSDC,h_c + lys__L_c --> 15dap_c + co2_c
"Phospholipase A2 (phosphatidate, n-C16:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A160pp,h2o_p + pa160_p --> 1hdecg3p_p + h_p + hdca_p
"Phospholipase A2 (phosphatidate, n-C16:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A161pp,h2o_p + pa161_p --> 1hdec9eg3p_p + h_p + hdcea_p
"Phospholipase A2 (phosphatidate, n-C18:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A180pp,h2o_p + pa180_p --> 1odecg3p_p + h_p + ocdca_p
"Phospholipase A2 (phosphatidate, n-C18:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2A181pp,h2o_p + pa181_p --> 1odec11eg3p_p + h_p + ocdcea_p
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)",Glycerophospholipid Metabolism,PGPP161pp,h2o_p + pgp161_p --> pg161_p + pi_p
Phosphatidylglycerol phosphate phosphatase (n-C18:0),Glycerophospholipid Metabolism,PGPP180,h2o_c + pgp180_c --> pg180_c + pi_c
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)",Glycerophospholipid Metabolism,PGPP180pp,h2o_p + pgp180_p --> pg180_p + pi_p
Phosphatidylglycerol phosphate phosphatase (n-C18:1),Glycerophospholipid Metabolism,PGPP181,h2o_c + pgp181_c --> pg181_c + pi_c
"Phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)",Glycerophospholipid Metabolism,PGPP181pp,h2o_p + pgp181_p --> pg181_p + pi_p
"Phospholipase A2 (phosphatidylethanolamine, n-C12:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E120pp,h2o_p + pe120_p --> 1agpe120_p + ddca_p + h_p
Lysyl-tRNA synthetase,tRNA Charging,LYSTRS,atp_c + lys__L_c + trnalys_c --> amp_c + lystrna_c + ppi_c
"Phospholipase A2 (phosphatidylethanolamine, n-C14:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E140pp,h2o_p + pe140_p --> 1agpe140_p + h_p + ttdca_p
"Phospholipase A2 (phosphatidylethanolamine, n-C14:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E141pp,h2o_p + pe141_p --> 1agpe141_p + h_p + ttdcea_p
Phosphatidylglycerol synthase (n-C12:0),Glycerophospholipid Metabolism,PGSA120,cdpdddecg_c + glyc3p_c --> cmp_c + h_c + pgp120_c
Phosphatidylglycerol synthase (n-C14:0),Glycerophospholipid Metabolism,PGSA140,cdpdtdecg_c + glyc3p_c --> cmp_c + h_c + pgp140_c
L-lysine transport via ABC system (periplasm),"Transport, Inner Membrane",LYSabcpp,atp_c + h2o_c + lys__L_p --> adp_c + h_c + lys__L_c + pi_c
Phosphatidylglycerol synthase (n-C14:1),Glycerophospholipid Metabolism,PGSA141,cdpdtdec7eg_c + glyc3p_c --> cmp_c + h_c + pgp141_c
Phosphatidylglycerol synthase (n-C16:0),Glycerophospholipid Metabolism,PGSA160,cdpdhdecg_c + glyc3p_c --> cmp_c + h_c + pgp160_c
Phosphatidylglycerol synthase (n-C16:1),Glycerophospholipid Metabolism,PGSA161,cdpdhdec9eg_c + glyc3p_c --> cmp_c + h_c + pgp161_c
Phosphatidylglycerol synthase (n-C18:0),Glycerophospholipid Metabolism,PGSA180,cdpdodecg_c + glyc3p_c --> cmp_c + h_c + pgp180_c
Phosphatidylglycerol synthase (n-C18:1),Glycerophospholipid Metabolism,PGSA181,cdpdodec11eg_c + glyc3p_c --> cmp_c + h_c + pgp181_c
Protoheme transport via ABC system (periplasm),"Transport, Inner Membrane",PHEMEabcpp,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c
"Phospholipase A2 (phosphatidylethanolamine, n-C16:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E160pp,h2o_p + pe160_p --> 1agpe160_p + h_p + hdca_p
"Phospholipase A2 (phosphatidylethanolamine, n-C16:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E161pp,h2o_p + pe161_p --> 1agpe161_p + h_p + hdcea_p
"Phospholipase A2 (phosphatidylethanolamine, n-C18:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E180pp,h2o_p + pe180_p --> 1agpe180_p + h_p + ocdca_p
"Phospholipase A2 (phosphatidylethanolamine, n-C18:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2E181pp,h2o_p + pe181_p --> 1agpe181_p + h_p + ocdcea_p
"Phospholipase A2 (phosphatidylglycerol, n-C12:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G120pp,h2o_p + pg120_p --> 1agpg120_p + ddca_p + h_p
"Phospholipase A2 (phosphatidylglycerol, n-C14:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G140pp,h2o_p + pg140_p --> 1agpg140_p + h_p + ttdca_p
"Phospholipase A2 (phosphatidylglycerol, n-C14:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G141pp,h2o_p + pg141_p --> 1agpg141_p + h_p + ttdcea_p
"Phospholipase A2 (phosphatidylglycerol, n-C16:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G160pp,h2o_p + pg160_p --> 1agpg160_p + h_p + hdca_p
"Phospholipase A2 (phosphatidylglycerol, n-C16:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G161pp,h2o_p + pg161_p --> 1agpg161_p + h_p + hdcea_p
"Phospholipase A2 (phosphatidylglycerol, n-C18:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G180pp,h2o_p + pg180_p --> 1agpg180_p + h_p + ocdca_p
Protoheme transport irreversible out via diffusion (periplasm to extracellular),"Transport, Outer Membrane",PHEMEtiex,pheme_p --> pheme_e
Phenylalanine transaminase,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PHETA1,akg_c + phe__L_c <=> glu__L_c + phpyr_c
Phenylalanyl-tRNA synthetase,tRNA Charging,PHETRS,atp_c + phe__L_c + trnaphe_c --> amp_c + phetrna_c + ppi_c
"Phospholipase A2 (phosphatidylglycerol, n-C18:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA2G181pp,h2o_p + pg181_p --> 1agpg181_p + h_p + ocdcea_p
L-lysine transport in via proton symport (periplasm),"Transport, Inner Membrane",LYSt2pp,h_p + lys__L_p --> h_c + lys__L_c
Phosphomannomutase,Alternate Carbon Metabolism,PMANM,man1p_c <=> man6p_c
Pyrimidine phosphatase,Cofactor and Prosthetic Group Biosynthesis,PMDPHT,5aprbu_c + h2o_c --> 4r5au_c + pi_c
Pimeloyl-[ACP] methyl ester esterase,Cofactor and Prosthetic Group Biosynthesis,PMEACPE,h2o_c + pmeACP_c --> meoh_c + pimACP_c
L-phenylalanine reversible transport via proton symport (periplasm),"Transport, Inner Membrane",PHEt2rpp,h_p + phe__L_p <=> h_c + phe__L_c
L-phenylalanine transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PHEtex,phe__L_e <=> phe__L_p
Phytase (periplasm),Alternate Carbon Metabolism,PHYTSpp,6.0 h2o_p + minohp_p --> inost_p + 6.0 pi_p
Phosphate reversible transport via symport (periplasm),Inorganic Ion Transport and Metabolism,PIt2rpp,h_p + pi_p <=> h_c + pi_c
Phosphomethylpyrimidine kinase,Cofactor and Prosthetic Group Biosynthesis,PMPK,4ampm_c + atp_c --> 2mahmp_c + adp_c
Pantothenate kinase,Cofactor and Prosthetic Group Biosynthesis,PNTK,atp_c + pnto__R_c --> 4ppan_c + adp_c + h_c
Phosphate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PItex,pi_e <=> pi_p
L-lysine transport out via proton antiport (cytoplasm to periplasm),"Transport, Inner Membrane",LYSt3pp,h_p + lys__L_c --> h_c + lys__L_p
"Phosphate transport via ABC system (uptake, periplasm)",Inorganic Ion Transport and Metabolism,PIuabcpp,atp_c + h2o_c + pi_p --> adp_c + h_c + 2.0 pi_c
"Phospholipase A1 (phosphatidate, n-C12:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A120pp,h2o_p + pa120_p --> 2ddecg3p_p + ddca_p
"Phospholipase A1 (phosphatidate, n-C14:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A140pp,h2o_p + pa140_p --> 2tdecg3p_p + ttdca_p
"Phospholipase A1 (phosphatidate, n-C14:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A141pp,h2o_p + pa141_p --> 2tdec7eg3p_p + ttdcea_p
"Phospholipase A1 (phosphatidate, n-C16:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A160pp,h2o_p + pa160_p --> 2hdecg3p_p + hdca_p
Pantothenate sodium symporter (periplasm),"Transport, Inner Membrane",PNTOt4pp,na1_p + pnto__R_p --> na1_c + pnto__R_c
Pantothenate transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PNTOtex,pnto__R_e <=> pnto__R_p
Peroxyaminoacrylate reductase,Nucleotide Salvage Pathway,POAACR,nadh_c + poaac_c --> 3amac_c + h2o_c + nad_c
Pyruvate synthase,Pyruvate Metabolism,POR5,coa_c + 2.0 flxso_c + pyr_c <=> accoa_c + co2_c + 2.0 flxr_c + h_c
Pyruvate oxidase,Oxidative Phosphorylation,POX,h2o_c + pyr_c + q8_c --> ac_c + co2_c + q8h2_c
Inorganic diphosphatase,Anaplerotic Reactions,PPA,h2o_c + ppi_c --> h_c + 2.0 pi_c
Inorganic triphosphatase,Anaplerotic Reactions,PPA2,h2o_c + pppi_c --> h_c + pi_c + ppi_c
Propionate kinase,Alternate Carbon Metabolism,PPAKr,adp_c + ppap_c <=> atp_c + ppa_c
"Phospholipase A1 (phosphatidate, n-C16:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A161pp,h2o_p + pa161_p --> 2hdec9eg3p_p + hdcea_p
"Phospholipase A1 (phosphatidate, n-C18:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A180pp,h2o_p + pa180_p --> 2odecg3p_p + ocdca_p
"Phospholipase A1 (phosphatidate, n-C18:1) (periplasm)",Glycerophospholipid Metabolism,PLIPA1A181pp,h2o_p + pa181_p --> 2odec11eg3p_p + ocdcea_p
Propanal transport via diffusion (extracellular to periplasm),"Transport, Outer Membrane Porin",PPALtex,ppal_e <=> ppal_p
Propanal transport via channel (periplasm),"Transport, Inner Membrane",PPALtpp,ppal_c <=> ppal_p
"Phospholipase A1 (phosphatidylethanolamine, n-C12:0) (periplasm)",Glycerophospholipid Metabolism,PLIPA1E120pp,h2o_p + pe120_p --> 2agpe120_p + ddca_p + h_p
Na+/Propionate symporter (periplasm),"Transport, Inner Membrane",PPAt4pp,na1_p + ppa_p --> na1_c + ppa_c
Propionate transport via diffusion,"Transport, Outer Membrane Porin",PPAtex,ppa_e <=> ppa_p
